,0,1,2,3,4,5,6,7,8,Technical,Economical
1,0.02,0.02,0.02,0.02,0.02,0.225,0.225,0.225,0.225,0.1,0.9
2,0.04,0.04,0.04,0.04,0.04,0.2,0.2,0.2,0.2,0.2,0.8
3,0.06000000000000001,0.06000000000000001,0.06000000000000001,0.06000000000000001,0.06000000000000001,0.175,0.175,0.175,0.175,0.30000000000000004,0.7
4,0.08,0.08,0.08,0.08,0.08,0.15,0.15,0.15,0.15,0.4,0.6
5,0.1,0.1,0.1,0.1,0.1,0.125,0.125,0.125,0.125,0.5,0.5
6,0.12,0.12,0.12,0.12,0.12,0.1,0.1,0.1,0.1,0.6,0.4
7,0.14,0.14,0.14,0.14,0.14,0.07499999999999998,0.07499999999999998,0.07499999999999998,0.07499999999999998,0.7000000000000001,0.29999999999999993
8,0.16,0.16,0.16,0.16,0.16,0.04999999999999999,0.04999999999999999,0.04999999999999999,0.04999999999999999,0.8,0.19999999999999996
9,0.18,0.18,0.18,0.18,0.18,0.024999999999999994,0.024999999999999994,0.024999999999999994,0.024999999999999994,0.9,0.09999999999999998
